Moment_Back_0,Moment_Back_5,Moment_Back_10,Moment_Back_15,Moment_Back_20,Moment_Back_25,Moment_Back_30,Moment_Back_35,Moment_Back_40,Moment_Back_45,Moment_Back_50,Moment_Back_55,Moment_Back_60,Moment_Back_65,Moment_Back_70,Moment_Back_75,Moment_Back_80,Moment_Back_85,Moment_Back_90,Moment_Back_95,Moment_Back_100,Moment_Back_105,Moment_Back_110,Moment_Back_115,Moment_Back_120,Moment_Back_125,Moment_Back_130,Moment_Back_135,Moment_Back_140,Moment_Back_145,Moment_Back_150,Moment_Back_155,Moment_Back_160,Moment_Back_165,Moment_Back_170,Moment_Back_175,Moment_Back_180,Moment_Back_185,Moment_Back_190,Moment_Back_195,Moment_Back_200,Moment_Back_205,Moment_Back_210,Moment_Back_215,Moment_Back_220,Moment_Back_225,Moment_Back_230,Moment_Back_235
0,2.1434762903831603,2.4861130181048843,2.1656863157735113,2.4178611086643738,1.9613753992050098,2.2910982569610314,2.96622557149378,3.9611516286834396,6.930016049637775,11.64455736822005,17.229312392316935,22.093497953207116,24.625955696998194,26.016648130849212,26.509906449716546,26.658869638094963,25.961423146340476,24.798750411079315,25.133788754036512,23.00674425391227,18.429747053208608,15.974616925162744,15.083341821659237,16.417708381208197,18.294608681396145,18.08270316731056,17.69213537000148,17.01793706908824,16.828918262843523,16.368159044199963,14.783547339461768,13.903429775729656,13.155244022182556,15.681660684511069,20.092133862863182,22.978595000174177,24.64347333426198,25.22483389687103,23.987002555346663,25.739467019191665,24.73468931180091,22.309264122617257,18.346662974824152,13.19617718703793,9.195976210631796,7.032873258970158,5.9815491320461
