Moment_Shoulder_0,Moment_Shoulder_5,Moment_Shoulder_10,Moment_Shoulder_15,Moment_Shoulder_20,Moment_Shoulder_25,Moment_Shoulder_30,Moment_Shoulder_35,Moment_Shoulder_40,Moment_Shoulder_45,Moment_Shoulder_50,Moment_Shoulder_55,Moment_Shoulder_60,Moment_Shoulder_65,Moment_Shoulder_70,Moment_Shoulder_75,Moment_Shoulder_80,Moment_Shoulder_85,Moment_Shoulder_90,Moment_Shoulder_95,Moment_Shoulder_100,Moment_Shoulder_105,Moment_Shoulder_110,Moment_Shoulder_115,Moment_Shoulder_120,Moment_Shoulder_125,Moment_Shoulder_130,Moment_Shoulder_135,Moment_Shoulder_140,Moment_Shoulder_145,Moment_Shoulder_150,Moment_Shoulder_155,Moment_Shoulder_160,Moment_Shoulder_165,Moment_Shoulder_170,Moment_Shoulder_175,Moment_Shoulder_180,Moment_Shoulder_185,Moment_Shoulder_190,Moment_Shoulder_195,Moment_Shoulder_200,Moment_Shoulder_205,Moment_Shoulder_210,Moment_Shoulder_215,Moment_Shoulder_220,Moment_Shoulder_225,Moment_Shoulder_230,Moment_Shoulder_235
0,2.349745401208479,2.638818420602653,2.5121697594947117,2.5241294961953593,2.325628355183673,2.319020143570147,2.222720500399384,1.8803684863543808,1.5570794927334455,0.6326468065643656,1.0891940350977791,2.2757114317650475,2.9109355592797783,3.362337074902999,3.4749171254765736,3.0362957742243726,2.973530902659911,2.9418088547628876,2.7256070775127386,3.6627814357327977,5.453878259709303,8.582277420846573,11.353553832371887,15.358259660123778,18.88614451158228,19.71905502913362,19.729812500814678,19.33522167469961,18.912931298617895,18.276571681124455,16.051940932379903,13.159273050834864,10.116037937071248,6.751343022456782,2.9176507945019234,1.5040850075343506,1.6889943715230578,2.2337898202947337,1.6928735054009525,2.214897906495784,1.4615846773658523,1.492743934182218,1.676993165944577,2.5951175547027034,3.524249493268753,4.1390979194021265,4.842792962830373
